Employee_ID,Age,Attrition,Business_Travel,Department,Distance_From_Home,Education,Environment_Satisfaction,Gender,Salary,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Number_of_Companies_Worked_previously,Overtime,Salary_Hike_in_percent,Total_working_years_experience,Work_life_balance,No_of_years_worked_at_current_company,No_of_years_in_current_role,Years_since_last_promotion
5833,31,No,Travel Rarely,Cyber Security,22,Degree,4,FEMALE,121710,1,1,Developer,1,Single,0,No,67,7,5,3,3,7
3471,30,No,No Travel,Data Science,36,Degree,4,male,123625,2,2,QA Analyst,5,Single,8,Yes,14,7,4,1,10,7
4825,35,Yes,Travel Frequently,Cyber Security,42,Degree,1,MALE,100461,1,1,Developer,3,Divorced,1,Yes,31,19,1,10,6,3
6189,45,No,Travel Rarely,Software Development,4,PhD,2,male,153545,4,3,Consultant,1,Single,5,Yes,96,14,4,3,6,5
7759,22,No,Travel Frequently,Cyber Security,37,Graduation,3,female,118401,3,4,Director,5,Married,9,No,72,13,1,10,2,7
1462,42,No,Travel Frequently,Network Administration,9,PhD,4,MALE,153098,3,5,Consultant,,Single,1,No,71,14,2,3,3,1
5362,25,No,Travel Rarely,Cyber Security,35,Graduation,2,female,201910,3,4,Help Desk,1,Single,1,No,7,2,3,0,2,4
5128,23,Yes,Travel Rarely,IT Services,35,PhD,3,MALE,48470,2,4,Manager,3,Single,10,No,62,4,1,5,3,5
4076,62,No,Travel Rarely,IT Services,23,Master's,5,MALE,146335,5,3,QA Analyst,3,Divorced,0,Yes,9,7,4,2,10,1
9536,22,Yes,Travel Rarely,Cyber Security,1,PhD,3,female,64742,2,4,Consultant,5,Married,8,No,38,9,2,4,9,2
7658,49,No,No Travel,Software Development,7,Degree,2,male,204225,5,3,Technician,1,Divorced,5,Yes,25,12,1,3,10,0
6219,25,No,Travel Frequently,Cyber Security,39,Graduation,5,MALE,46654,1,6,Help Desk,2,Single,0,No,9,19,3,9,6,4
2954,63,No,Travel Rarely,IT Services,25,Graduation,3,FEMALE,141360,1,7,HR,2,Divorced,4,Yes,96,9,4,6,7,6
2143,60,No,Travel Rarely,IT Services,22,Degree,1,MALE,117867,2,2,Software Engineer,3,Single,3,No,99,4,3,6,10,4
3481,51,No,Travel Rarely,Software Development,7,Below College,4,FEMALE,151905,1,5,Support,1,Single,10,Yes,94,13,2,6,9,4
1270,55,No,Travel Rarely,Data Science,12,Graduation,4,MALE,146960,2,8,Director,4,Single,7,Yes,50,16,5,4,3,8
7087,63,No,Travel Frequently,Software Development,35,Graduation,4,male,138234,4,8,Business Analyst,1,Married,6,No,99,3,1,0,4,0
5938,34,No,Travel Rarely,Software Development,28,Degree,3,male,56173,1,1,Consultant,5,Single,9,No,5,14,4,5,5,1
6987,35,No,Travel Rarely,Software Development,24,PhD,4,female,,3,8,Manager,5,Divorced,10,No,5,12,4,8,1,5
9038,42,No,No Travel,Network Administration,34,Graduation,1,female,34248,4,5,Consultant,4,Divorced,9,No,30,20,2,6,9,5
9512,59,Yes,Travel Rarely,Network Administration,16,Degree,3,male,180928,2,3,Director,3,Married,2,No,76,9,5,5,5,5
5810,51,No,Travel Rarely,Data Science,29,Degree,3,male,101520,4,1,Director,1,Single,3,No,89,14,1,7,1,4
6593,49,No,Travel Rarely,Software Development,38,Graduation,2,female,55778,4,5,QA Analyst,,Divorced,1,No,52,16,3,7,0,7
5450,32,No,Travel Frequently,IT Services,30,Graduation,1,MALE,32905,4,3,QA Analyst,5,Married,7,No,73,6,1,2,10,5
5182,47,No,Travel Rarely,Software Development,50,Master's,4,FEMALE,161369,1,8,QA Analyst,1,Single,0,No,51,15,1,5,1,5
7462,44,Yes,Travel Frequently,Cyber Security,28,Graduation,2,female,119438,1,6,Help Desk,1,Divorced,0,Yes,2,12,3,9,8,1
7363,45,No,Travel Rarely,Cyber Security,23,Graduation,2,MALE,99967,5,7,HR,1,Single,7,No,26,0,2,7,9,7
4883,28,No,Travel Frequently,Cyber Security,21,Graduation,4,MALE,183707,5,2,QA Analyst,2,Divorced,5,No,83,4,5,6,10,8
371,59,No,Travel Rarely,Software Development,6,PhD,1,male,99060,2,5,Manager,2,Single,5,No,98,17,2,6,2,1
3949,50,No,Travel Rarely,IT Services,41,Master's,4,FEMALE,191476,5,4,Director,1,Single,1,No,82,5,5,0,7,3
2440,37,No,No Travel,Cyber Security,34,Master's,4,MALE,50826,2,3,IT,1,Married,7,No,66,10,1,7,4,3
679,43,No,Travel Rarely,Network Administration,15,Degree,4,FEMALE,162948,5,5,Support,1,Divorced,6,Yes,13,7,4,8,9,8
5982,36,No,No Travel,IT Services,20,Master's,4,male,150668,2,6,Help Desk,2,Divorced,3,No,100,6,3,8,9,0
3720,58,No,Travel Rarely,IT Services,38,PhD,5,male,,1,8,Technician,1,Single,5,No,99,14,5,4,9,0
4922,39,No,Travel Rarely,Cyber Security,6,Degree,2,MALE,208043,3,7,Developer,1,Divorced,3,No,96,17,5,1,10,7
6815,23,No,Travel Rarely,Cyber Security,50,Graduation,3,FEMALE,90572,1,7,Support,5,Single,6,No,27,15,4,7,1,4
8052,42,Yes,Travel Frequently,Cyber Security,39,Graduation,2,female,173456,1,4,IT,1,Single,2,No,40,6,3,5,8,5
6232,30,Yes,Travel Rarely,IT Services,12,Master's,3,MALE,33906,5,2,Business Analyst,4,Married,3,Yes,31,13,5,0,2,6
592,34,No,Travel Frequently,Network Administration,39,Below College,5,MALE,89475,3,1,Software Engineer,2,Divorced,7,No,64,20,3,9,9,0
786,59,No,Travel Rarely,Network Administration,36,Graduation,5,FEMALE,89581,2,8,Business Analyst,2,Divorced,4,Yes,87,19,5,2,8,8
9819,58,Yes,Travel Rarely,Network Administration,24,Graduation,5,male,165730,2,2,QA Analyst,5,Divorced,10,Yes,71,10,1,6,0,2
1275,52,Yes,Travel Rarely,Data Science,45,Graduation,3,MALE,82596,1,8,HR,5,Divorced,2,Yes,48,17,1,8,3,4
198,20,No,Travel Rarely,Cyber Security,40,Below College,4,female,175340,1,4,Software Engineer,5,Divorced,8,No,47,7,4,3,3,6
6753,51,No,Travel Rarely,Software Development,1,Graduation,2,FEMALE,156297,5,1,Software Engineer,4,Married,6,No,36,20,3,7,9,2
7105,47,Yes,Travel Frequently,Data Science,37,Graduation,2,male,195590,1,2,Developer,3,Single,4,No,36,0,2,3,2,3
6830,60,No,Travel Rarely,IT Services,45,Below College,3,female,115774,2,2,HR,2,Single,10,No,54,14,3,5,5,3
278,53,Yes,Travel Rarely,IT Services,17,PhD,2,male,196699,2,4,Director,3,Single,10,No,35,4,1,8,9,4
8997,56,Yes,Travel Frequently,Network Administration,50,Degree,4,male,80951,1,2,Business Analyst,,Divorced,5,Yes,68,20,3,6,2,3
8417,26,No,Travel Rarely,Network Administration,43,Degree,5,FEMALE,63450,5,6,IT,4,Married,8,Yes,57,7,1,10,9,2
666,28,No,Travel Rarely,Network Administration,16,PhD,4,FEMALE,121200,5,4,QA Analyst,1,Single,3,No,42,19,3,2,1,3
7483,33,No,Travel Rarely,IT Services,50,Master's,1,male,218413,4,7,Business Analyst,2,Single,8,No,20,6,5,2,6,8
1825,19,No,Travel Rarely,Cyber Security,7,Graduation,3,female,73282,1,3,QA Analyst,3,Divorced,1,No,62,15,1,7,0,2
6256,58,No,No Travel,IT Services,9,Master's,5,MALE,43120,5,6,HR,3,Married,7,Yes,36,1,1,3,3,2
6980,35,No,Travel Rarely,Software Development,3,Graduation,5,MALE,52986,1,6,HR,5,Married,9,Yes,55,5,3,3,2,2
2734,33,No,No Travel,Network Administration,20,Master's,2,MALE,89918,5,4,Director,3,Divorced,6,No,75,10,5,0,4,7
2621,33,No,No Travel,Data Science,16,Graduation,5,FEMALE,190369,3,8,Technician,1,Single,7,Yes,90,1,3,8,5,7
8596,33,Yes,Travel Rarely,IT Services,40,Graduation,5,female,181472,3,8,Manager,1,Married,8,Yes,39,13,5,7,0,4
722,38,Yes,Travel Rarely,IT Services,22,Degree,3,male,38471,2,8,IT,1,Divorced,7,No,83,8,1,0,4,3
1980,18,No,Travel Rarely,Data Science,18,Master's,2,female,83968,4,5,Director,1,Single,8,No,51,16,3,1,5,1
4626,46,No,No Travel,Data Science,27,Graduation,3,MALE,41963,4,6,Developer,3,Married,8,No,95,14,5,6,9,2
2310,61,No,Travel Rarely,Software Development,23,Degree,5,MALE,120820,2,6,Technician,4,Divorced,5,Yes,53,11,4,5,3,7
8121,40,No,No Travel,Data Science,26,Graduation,3,FEMALE,164751,4,5,Business Analyst,4,Single,6,Yes,12,17,4,5,9,0
7609,56,No,Travel Rarely,Network Administration,26,Degree,2,female,105202,2,2,HR,2,Married,5,Yes,45,1,3,3,4,4
4842,52,No,Travel Rarely,IT Services,29,Degree,2,male,117137,5,8,Developer,2,Divorced,10,Yes,0,12,,6,3,2
6999,43,Yes,Travel Rarely,Network Administration,34,Below College,1,FEMALE,82919,3,7,Support,1,Married,5,Yes,58,18,1,7,3,2
1097,40,No,Travel Rarely,Data Science,31,Master's,5,MALE,138887,3,5,Business Analyst,3,Single,9,No,42,8,5,3,3,1
5024,49,No,Travel Rarely,IT Services,22,Degree,5,female,76313,1,2,IT,1,Single,0,No,74,16,2,0,6,8
7573,57,Yes,Travel Frequently,Cyber Security,28,PhD,5,FEMALE,187846,3,6,IT,1,Married,5,No,64,15,5,1,10,5
8669,49,No,Travel Rarely,Data Science,23,Master's,3,female,151317,3,5,Manager,3,Single,0,No,6,6,4,10,0,5
8507,40,No,Travel Rarely,Data Science,38,Graduation,5,male,123661,4,6,Business Analyst,3,Single,6,No,84,18,2,10,5,1
9538,41,No,Travel Rarely,Network Administration,5,Graduation,4,female,,3,6,IT,5,Single,10,No,96,18,1,3,5,2
8447,30,No,No Travel,IT Services,22,Graduation,3,female,177468,3,3,Manager,1,Divorced,7,Yes,90,10,1,5,4,4
5782,59,Yes,Travel Rarely,Data Science,21,Graduation,1,FEMALE,67250,3,4,Technician,2,Single,10,No,93,3,4,3,0,4
6188,49,Yes,Travel Rarely,Cyber Security,46,PhD,2,female,133133,4,5,HR,1,Divorced,2,No,75,19,1,6,3,1
4231,29,No,No Travel,Network Administration,25,Master's,1,female,72286,3,5,Consultant,1,Married,4,Yes,12,17,5,5,7,5
4168,29,Yes,Travel Rarely,Software Development,43,Degree,3,male,180374,1,7,HR,3,Single,4,Yes,57,8,2,5,5,4
6691,47,No,Travel Rarely,IT Services,22,Degree,2,FEMALE,99287,2,2,Software Engineer,2,Single,1,No,24,0,4,1,5,0
1890,46,No,No Travel,Software Development,50,Degree,2,MALE,107435,4,6,Developer,3,Divorced,4,No,71,9,5,5,2,3
9978,46,No,Travel Rarely,IT Services,15,Degree,4,FEMALE,30027,5,6,Support,4,Single,4,No,20,13,5,7,10,1
3863,47,No,No Travel,IT Services,43,Master's,3,FEMALE,187873,1,1,Technician,5,Married,7,Yes,45,8,4,2,5,3
2196,62,No,Travel Frequently,Cyber Security,46,Degree,5,male,75228,5,2,IT,1,Divorced,3,No,41,3,3,10,0,0
5378,61,Yes,No Travel,Data Science,41,Graduation,1,female,144977,1,4,Technician,2,Divorced,0,Yes,49,9,1,5,1,4
3946,37,No,Travel Rarely,Cyber Security,3,Degree,4,female,34816,4,3,Director,2,Married,3,No,39,4,,9,9,5
7930,19,No,Travel Rarely,Software Development,41,Graduation,2,MALE,74447,2,3,Manager,2,Divorced,0,No,30,1,5,5,2,3
9009,32,No,No Travel,IT Services,5,PhD,4,FEMALE,56497,2,4,Business Analyst,3,Single,3,Yes,11,15,4,5,5,1
2473,21,No,No Travel,IT Services,11,Degree,3,MALE,105644,4,2,QA Analyst,4,Divorced,2,No,25,18,2,2,2,3
9656,42,Yes,Travel Rarely,IT Services,32,Degree,3,female,217631,4,3,Developer,4,Married,3,Yes,56,2,4,10,3,1
253,48,No,Travel Frequently,Data Science,6,Master's,4,female,64231,1,7,IT,3,Married,7,No,54,17,3,4,5,3
3689,63,Yes,Travel Rarely,IT Services,38,Graduation,2,MALE,114006,4,4,Support,3,Single,10,No,98,11,3,5,4,4
5506,52,No,Travel Rarely,IT Services,7,Graduation,2,male,92488,1,6,Software Engineer,3,Married,0,No,70,4,1,0,9,5
6093,44,Yes,Travel Frequently,Cyber Security,34,PhD,2,MALE,49558,3,1,Director,1,Single,5,Yes,36,2,5,7,10,2
4582,38,Yes,No Travel,Cyber Security,37,Graduation,2,MALE,81671,3,5,Director,2,Single,7,No,30,0,1,8,0,4
4523,24,Yes,No Travel,Data Science,45,Graduation,1,female,31505,5,3,Technician,3,Married,9,No,76,8,2,3,10,6
746,18,No,Travel Rarely,Cyber Security,33,Degree,5,FEMALE,189294,3,4,IT,4,Divorced,10,No,83,3,,8,4,0
3262,36,No,No Travel,Network Administration,41,Degree,5,FEMALE,169918,3,2,Technician,5,Married,3,No,53,8,1,5,8,3
4332,34,Yes,Travel Rarely,Software Development,11,Master's,3,MALE,151530,5,8,Manager,4,Married,4,Yes,68,18,3,2,4,4
3580,49,No,Travel Frequently,Cyber Security,17,Master's,5,FEMALE,70021,2,6,QA Analyst,3,Single,0,No,75,17,3,7,4,8
4611,60,No,Travel Rarely,IT Services,26,PhD,5,male,45937,5,3,Manager,5,Single,2,No,84,7,5,6,6,5
6929,45,No,Travel Rarely,IT Services,27,Graduation,3,FEMALE,173065,3,8,Support,5,Single,8,No,100,18,1,4,5,0
5379,29,No,Travel Rarely,IT Services,26,PhD,4,male,170755,1,2,Support,2,Divorced,1,No,12,8,1,7,4,4
6364,50,No,Travel Rarely,Network Administration,29,Master's,3,female,65029,5,1,Consultant,3,Divorced,0,Yes,18,18,2,7,5,7
6469,32,Yes,Travel Rarely,IT Services,20,Master's,1,male,35774,1,1,Manager,4,Divorced,0,No,17,10,3,7,8,7
494,29,No,Travel Rarely,Software Development,3,Graduation,1,FEMALE,63089,2,6,Developer,3,Single,6,No,55,16,2,4,4,6
3597,52,No,Travel Rarely,IT Services,18,PhD,2,female,58399,5,8,Software Engineer,1,Divorced,5,No,54,14,2,3,5,5
1624,40,No,Travel Frequently,Data Science,37,PhD,1,FEMALE,89951,3,3,QA Analyst,3,Single,4,Yes,52,4,3,10,0,7
3405,58,No,Travel Rarely,Cyber Security,26,PhD,5,female,125171,3,3,Support,4,Single,8,Yes,64,0,4,6,5,0
8851,38,No,No Travel,Software Development,23,PhD,4,female,57285,4,3,Help Desk,4,Divorced,1,Yes,50,17,4,1,5,4
14,57,Yes,Travel Frequently,Data Science,13,Graduation,3,female,49219,5,2,Director,1,Married,9,No,68,15,1,8,2,6
4904,28,No,Travel Rarely,IT Services,24,Graduation,2,FEMALE,62123,2,4,Developer,5,Married,2,No,1,17,4,6,0,2
7501,24,No,Travel Rarely,Software Development,50,Degree,5,MALE,136184,5,2,Support,5,Divorced,3,No,86,17,3,8,3,0
4632,34,No,Travel Rarely,Network Administration,1,Master's,3,FEMALE,74831,2,1,Support,4,Married,1,No,67,13,5,2,4,6
159,45,No,Travel Rarely,Cyber Security,44,PhD,1,male,156884,4,5,QA Analyst,1,Single,5,Yes,88,16,5,6,6,1
8960,51,Yes,Travel Rarely,Software Development,28,Graduation,1,MALE,,5,8,Consultant,3,Divorced,2,No,69,15,5,7,6,2
7255,25,No,Travel Rarely,Cyber Security,45,Degree,4,male,129774,3,5,Help Desk,4,Single,3,Yes,23,1,5,7,9,2
4416,63,No,No Travel,Software Development,11,Degree,3,male,36040,1,3,Technician,5,Single,9,Yes,12,19,4,8,10,4
7655,62,No,No Travel,Data Science,35,Master's,4,FEMALE,,3,8,Support,4,Single,8,No,17,16,4,9,9,1
5825,54,No,Travel Rarely,IT Services,7,Graduation,1,FEMALE,99880,3,4,Support,3,Single,2,No,8,18,4,7,8,5
7640,32,No,Travel Rarely,Software Development,9,Degree,1,female,158009,2,2,Software Engineer,4,Divorced,1,No,30,11,3,2,4,2
6365,38,No,Travel Rarely,Cyber Security,42,Graduation,4,FEMALE,181823,4,7,Software Engineer,4,Single,3,No,85,20,3,3,5,3
3495,28,No,Travel Rarely,Network Administration,12,PhD,5,FEMALE,53847,5,5,Software Engineer,5,Single,7,No,77,11,3,4,5,0
3393,62,No,Travel Rarely,Cyber Security,38,Graduation,5,male,116240,4,5,Support,,Divorced,1,No,73,4,1,1,7,2
1533,43,No,No Travel,IT Services,30,Graduation,1,female,142324,5,3,Manager,1,Married,5,Yes,81,7,3,7,7,6
9448,23,Yes,Travel Frequently,IT Services,32,Graduation,5,female,44296,2,8,Support,2,Divorced,7,No,99,4,5,7,8,4
2225,53,No,Travel Rarely,Network Administration,32,Degree,3,female,73325,4,3,Software Engineer,2,Married,1,No,25,16,5,8,9,5
5581,27,No,Travel Rarely,Cyber Security,7,Degree,2,female,,5,7,Consultant,2,Married,9,No,49,3,2,1,9,6
708,35,No,Travel Rarely,Cyber Security,35,PhD,4,female,135813,5,4,Support,1,Divorced,8,No,48,10,2,9,10,0
1342,53,No,Travel Rarely,Cyber Security,32,Master's,5,FEMALE,165210,4,2,Manager,1,Divorced,10,No,30,11,3,10,4,2
7296,45,No,Travel Frequently,IT Services,21,Below College,3,male,,4,6,Developer,5,Divorced,2,No,31,16,2,9,4,1
6251,42,No,Travel Rarely,Software Development,10,Graduation,1,male,148725,1,7,HR,1,Single,7,Yes,59,4,4,3,9,7
1487,61,No,Travel Rarely,IT Services,4,Master's,4,female,120684,2,4,Business Analyst,3,Married,9,No,17,11,4,7,9,1
4685,45,No,Travel Rarely,Network Administration,41,Graduation,5,male,38973,3,7,Support,,Divorced,6,No,100,15,5,7,7,7
9543,30,No,Travel Rarely,Software Development,18,Degree,2,FEMALE,202076,1,3,HR,5,Single,1,Yes,10,8,3,7,4,8
3251,55,No,Travel Frequently,IT Services,43,Degree,5,female,148075,2,5,Consultant,4,Single,10,No,55,9,5,5,0,0
1282,63,No,Travel Rarely,Network Administration,40,Degree,2,male,167046,3,8,Consultant,2,Divorced,8,No,73,15,1,9,9,4
2459,32,No,No Travel,Software Development,28,Graduation,4,FEMALE,139086,5,6,Business Analyst,2,Divorced,0,No,3,17,2,3,8,5
1164,50,No,Travel Rarely,Network Administration,17,Graduation,3,female,51037,4,4,Director,2,Single,3,Yes,71,11,4,10,9,7
687,34,No,Travel Rarely,Network Administration,8,Graduation,1,female,63380,3,4,Developer,2,Married,6,No,64,11,1,1,9,8
7675,53,No,Travel Frequently,Cyber Security,10,Below College,4,MALE,79501,2,5,Business Analyst,3,Single,10,Yes,24,13,5,7,1,8
4519,22,Yes,Travel Rarely,IT Services,26,PhD,3,female,162058,5,2,HR,,Single,5,No,72,0,2,2,4,8
5989,43,No,No Travel,Data Science,35,Master's,5,female,,2,7,Business Analyst,1,Married,4,No,17,17,3,4,6,7
2829,22,No,Travel Rarely,IT Services,24,Graduation,4,male,107280,4,3,Software Engineer,2,Single,6,No,57,7,5,5,8,6
2256,58,Yes,Travel Frequently,Data Science,36,Graduation,3,female,40337,2,1,Business Analyst,1,Single,0,No,24,0,5,0,3,7
6138,54,No,Travel Rarely,IT Services,32,Master's,1,male,151350,5,1,Support,5,Married,2,Yes,43,14,5,6,10,4
4219,56,No,Travel Rarely,Network Administration,24,Degree,5,FEMALE,171844,5,3,IT,2,Single,5,Yes,24,13,4,4,6,7
1104,57,No,Travel Rarely,Network Administration,49,Master's,3,MALE,143770,2,5,Software Engineer,3,Married,10,No,59,10,4,10,10,1
6262,60,No,Travel Rarely,Data Science,10,Degree,5,MALE,59184,5,2,Technician,1,Single,9,Yes,33,8,2,1,9,1
4562,59,No,No Travel,Software Development,49,Degree,1,MALE,95473,1,5,Director,4,Divorced,7,No,58,1,3,7,2,5
5162,40,No,Travel Rarely,Software Development,48,Graduation,5,MALE,39580,5,8,Consultant,5,Divorced,0,Yes,23,4,5,5,1,6
8501,29,Yes,Travel Rarely,IT Services,47,Graduation,1,female,189301,2,5,Director,2,Divorced,4,No,13,13,1,4,0,7
5193,26,No,No Travel,IT Services,24,Graduation,5,MALE,61391,4,6,IT,5,Single,6,No,37,4,2,9,4,1
3821,53,No,Travel Rarely,Network Administration,4,Degree,4,female,97890,4,3,Manager,1,Married,6,Yes,81,20,2,5,10,1
8201,34,No,Travel Rarely,Cyber Security,44,Graduation,2,MALE,124994,4,8,Business Analyst,1,Divorced,5,No,39,10,2,7,3,1
4182,33,No,Travel Rarely,Network Administration,8,Below College,3,FEMALE,158939,3,4,QA Analyst,,Divorced,6,No,20,20,4,5,2,2
5082,33,No,Travel Frequently,Cyber Security,39,Below College,2,female,74603,4,8,Support,5,Single,10,No,59,0,2,6,10,4
4261,44,No,Travel Rarely,Cyber Security,8,Master's,1,FEMALE,103167,3,5,Consultant,3,Single,3,Yes,24,10,1,10,6,6
5849,42,No,Travel Rarely,Network Administration,31,Degree,1,MALE,110150,2,6,Manager,1,Single,6,No,95,3,3,7,10,6
3218,29,No,Travel Frequently,Cyber Security,47,Graduation,4,MALE,163314,5,3,Manager,5,Divorced,9,Yes,8,18,2,10,9,6
3853,18,Yes,No Travel,Data Science,11,Degree,2,FEMALE,103862,3,3,IT,1,Married,7,No,48,18,,4,1,6
5301,37,No,No Travel,Data Science,30,Master's,2,male,125686,4,7,Consultant,3,Married,9,No,22,2,1,6,8,0
5900,63,No,Travel Rarely,Network Administration,17,Master's,5,FEMALE,82523,2,4,Manager,2,Divorced,2,Yes,92,14,2,10,4,7
4088,27,No,Travel Frequently,Network Administration,15,Degree,4,female,101744,2,2,Director,1,Single,7,No,16,19,4,9,7,6
3573,55,No,No Travel,IT Services,12,Graduation,4,FEMALE,110561,4,6,Developer,4,Married,9,Yes,22,20,5,10,7,6
298,31,No,Travel Rarely,IT Services,21,Master's,1,male,155656,4,1,Help Desk,1,Divorced,3,No,40,10,4,9,2,4
3277,60,No,Travel Rarely,IT Services,11,Degree,1,male,185627,1,4,QA Analyst,4,Divorced,6,No,64,1,4,7,1,7
529,54,Yes,Travel Frequently,Cyber Security,23,Graduation,1,male,180547,1,5,Support,2,Single,9,Yes,25,20,4,8,3,5
4937,20,No,No Travel,Data Science,25,Degree,4,MALE,48477,2,8,Support,1,Married,10,No,2,8,3,2,10,2
9224,44,Yes,Travel Frequently,Software Development,18,Degree,2,female,174845,3,4,Support,1,Married,4,No,4,7,2,3,5,5
7206,39,No,Travel Frequently,Data Science,6,Degree,1,male,139901,5,7,IT,1,Single,3,No,30,5,5,9,10,7
2197,59,No,Travel Rarely,IT Services,26,Degree,4,MALE,46342,1,2,Support,1,Married,7,No,13,8,1,2,2,6
2901,40,No,No Travel,Data Science,10,Degree,1,male,163259,5,8,Developer,5,Divorced,6,Yes,30,3,1,6,3,3
2084,35,No,Travel Rarely,Software Development,20,Graduation,1,MALE,124637,2,6,Business Analyst,2,Divorced,6,Yes,83,18,5,2,8,7
1896,38,No,Travel Rarely,Network Administration,31,Degree,5,male,124370,4,3,Consultant,1,Single,7,Yes,76,18,5,10,2,8
6364,50,No,Travel Rarely,Network Administration,29,Master's,3,FEMALE,71322,5,1,Consultant,3,Divorced,0,Yes,18,18,2,7,5,7
2708,49,No,Travel Rarely,IT Services,34,Degree,4,female,67995,4,2,Manager,5,Single,1,No,40,9,3,2,9,3
6515,48,Yes,Travel Rarely,Network Administration,45,Graduation,5,FEMALE,,1,5,Director,2,Single,0,No,12,9,1,2,8,4
8174,33,No,No Travel,IT Services,15,Degree,3,MALE,113041,3,7,Help Desk,5,Single,10,Yes,69,17,3,6,3,3
8436,20,Yes,Travel Rarely,IT Services,47,Degree,2,male,171486,1,1,HR,4,Married,6,No,99,20,2,9,2,7
1411,29,No,Travel Rarely,IT Services,34,Master's,4,female,202779,1,4,QA Analyst,4,Single,2,Yes,34,14,4,10,0,8
9835,49,Yes,No Travel,Data Science,1,Master's,1,male,69865,4,7,Help Desk,2,Divorced,10,No,43,0,1,2,2,7
9598,29,Yes,Travel Rarely,Network Administration,31,Degree,3,FEMALE,81416,2,5,Manager,3,Divorced,9,No,44,2,2,6,9,2
2407,42,No,Travel Rarely,Cyber Security,29,Degree,1,MALE,177516,4,1,Technician,3,Single,10,Yes,32,6,1,8,3,2
4078,37,Yes,Travel Frequently,Software Development,45,Degree,3,male,159703,3,5,IT,2,Divorced,9,No,41,7,3,4,8,8
9883,39,Yes,No Travel,Cyber Security,45,Degree,1,female,126693,5,7,Consultant,5,Divorced,7,Yes,13,3,5,3,6,7
1181,49,No,Travel Frequently,IT Services,40,Graduation,1,FEMALE,45370,3,3,Support,3,Divorced,7,No,52,4,1,2,5,8
8444,46,No,No Travel,Software Development,8,Degree,3,FEMALE,153462,2,8,HR,1,Divorced,2,Yes,36,6,4,10,8,4
7968,62,No,Travel Rarely,Network Administration,9,Master's,3,female,152271,4,5,IT,3,Single,4,No,73,4,2,3,1,8
4752,25,No,No Travel,Network Administration,19,PhD,2,FEMALE,166868,3,8,Technician,4,Single,0,Yes,55,16,1,9,6,0
2856,45,No,No Travel,IT Services,11,Degree,1,MALE,100092,3,6,Developer,4,Single,1,Yes,94,9,2,6,6,7
903,58,No,Travel Rarely,Data Science,4,Graduation,2,female,193201,4,4,IT,1,Divorced,7,No,14,14,5,1,0,2
1674,29,No,Travel Rarely,Data Science,49,Degree,4,FEMALE,181075,3,2,Business Analyst,5,Single,10,No,49,10,5,1,10,3
3785,58,No,Travel Rarely,Software Development,30,Graduation,1,female,86308,2,4,Help Desk,1,Single,2,No,81,0,1,0,3,1
819,46,No,No Travel,Data Science,5,Master's,4,FEMALE,203952,2,8,HR,4,Divorced,8,Yes,96,12,1,9,2,7
1927,43,No,Travel Rarely,Data Science,31,Master's,3,MALE,171697,3,8,IT,5,Divorced,4,No,75,9,1,6,10,1
7782,21,No,Travel Frequently,Network Administration,39,Graduation,5,MALE,34871,1,4,Consultant,3,Divorced,1,Yes,92,12,5,7,10,0
